Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Isaiah McKenzie (13041375),Isaiah McKenzie,13041375,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,6.69
WR,Duke Williams (13041393),Duke Williams,13041393,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0
WR,Cam Phillips (13041511),Cam Phillips,13041511,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0.95
WR,David Sills (13041597),David Sills,13041597,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0
WR,Ray-Ray McCloud III (13041608),Ray-Ray McCloud III,13041608,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0.8
WR,Tim White (13041686),Tim White,13041686,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0.8
WR,Jeff Smith (13041694),Jeff Smith,13041694,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
WR,Deontay Burnett (13041740),Deontay Burnett,13041740,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,4.86
WR,Greg Dortch (13041761),Greg Dortch,13041761,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
WR,Nick Easley (13041829),Nick Easley,13041829,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0
RB,Trenton Cannon (13041851),Trenton Cannon,13041851,RB/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,3.04
WR,J.J. Jones (13041863),J.J. Jones,13041863,WR/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0.08
RB,Christian Wade (13041869),Christian Wade,13041869,RB/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,BUF,0
RB,Valentine Holmes (13041871),Valentine Holmes,13041871,RB/FLEX,3000,BUF@NYJ 09/08/2019 01:00PM ET,NYJ,0
WR,Charles Johnson (13040642),Charles Johnson,13040642,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
WR,Brian Quick (13040644),Brian Quick,13040644,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0.8
WR,Braxton Miller (13040875),Braxton Miller,13040875,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
WR,Marken Michel (13040911),Marken Michel,13040911,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
RB,Byron Marshall (13041009),Byron Marshall,13041009,RB/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,1.32
WR,Jehu Chesson (13041077),Jehu Chesson,13041077,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0.11
WR,Carlton Agudosi (13041083),Carlton Agudosi,13041083,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
WR,Mack Hollins (13041103),Mack Hollins,13041103,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
WR,Shelton Gibson (13041179),Shelton Gibson,13041179,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0.34
RB,Elijah Wellman (13041181),Elijah Wellman,13041181,RB/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
WR,Greg Ward (13041189),Greg Ward,13041189,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
WR,Darvin Kidsy Jr. (13041206),Darvin Kidsy Jr.,13041206,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0.9
WR,Robert Davis (13041208),Robert Davis,13041208,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
RB,Donnel Pumphrey (13041228),Donnel Pumphrey,13041228,RB/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
RB,Boston Scott (13041272),Boston Scott,13041272,RB/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
RB,Samaje Perine (13041337),Samaje Perine,13041337,RB/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,1.34
WR,DeAndre Thompkins (13041342),DeAndre Thompkins,13041342,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,PHI,0
WR,Cam Sims (13041395),Cam Sims,13041395,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
RB,Shaun Wilson (13041414),Shaun Wilson,13041414,RB/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,1.28
WR,Steven Sims Jr. (13041632),Steven Sims Jr.,13041632,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
RB,Bryce Love (13041736),Bryce Love,13041736,RB/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
WR,Kelvin Harmon (13041789),Kelvin Harmon,13041789,WR/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
RB,Craig Reynolds (13041883),Craig Reynolds,13041883,RB/FLEX,3000,WAS@PHI 09/08/2019 01:00PM ET,WAS,0
DST,Chargers  (13040582),Chargers ,13040582,DST,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,6.78
WR,Geremy Davis (13040832),Geremy Davis,13040832,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
RB,Derek Watt (13040939),Derek Watt,13040939,RB/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0.19
WR,Marcus Johnson (13041023),Marcus Johnson,13041023,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,4.4
RB,Jonathan Williams (13041045),Jonathan Williams,13041045,RB/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,0.37
RB,Troymaine Pope (13041101),Troymaine Pope,13041101,RB/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
WR,Andre Patton (13041224),Andre Patton,13041224,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
WR,Dylan Cantrell (13041252),Dylan Cantrell,13041252,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
RB,Jordan Wilkins (13041265),Jordan Wilkins,13041265,RB/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,3.5
WR,Justice Liggins (13041295),Justice Liggins,13041295,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
WR,Artavis Scott (13041400),Artavis Scott,13041400,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
WR,Reece Fountain (13041412),Reece Fountain,13041412,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,0
RB,Detrez Newsome (13041451),Detrez Newsome,13041451,RB/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0.88
WR,Steve Ishmael (13041504),Steve Ishmael,13041504,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,0
WR,Fred Trevillion (13041556),Fred Trevillion,13041556,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
RB,Jeremy Cox (13041601),Jeremy Cox,13041601,RB/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
WR,Deon Cain (13041606),Deon Cain,13041606,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,0
WR,Penny Hart (13041649),Penny Hart,13041649,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,0
RB,Aca'Cedric Ware (13041669),Aca'Cedric Ware,13041669,RB/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,0
RB,Derrick Gore (13041708),Derrick Gore,13041708,RB/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
WR,Jordan Veasy (13041765),Jordan Veasy,13041765,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,0
WR,Krishawn Hogan (13041839),Krishawn Hogan,13041839,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,0
WR,Ashton Dulin (13041879),Ashton Dulin,13041879,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,IND,0
WR,Jason Moore (13041881),Jason Moore,13041881,WR/FLEX,3000,IND@LAC 09/08/2019 04:05PM ET,LAC,0
RB,Nick Bellore (13040640),Nick Bellore,13040640,RB/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0.39
WR,Cody Core (13041060),Cody Core,13041060,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,2.64
WR,Keenan Reynolds (13041072),Keenan Reynolds,13041072,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
WR,Amara Darboh (13041079),Amara Darboh,13041079,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
RB,C.J. Prosise (13041095),C.J. Prosise,13041095,RB/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0.98
WR,Daniel Williams (13041299),Daniel Williams,13041299,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
WR,Josh Malone (13041325),Josh Malone,13041325,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0.24
WR,Malik Turner (13041410),Malik Turner,13041410,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0.67
WR,Hunter Sharp (13041453),Hunter Sharp,13041453,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
RB,Xavier Turner (13041457),Xavier Turner,13041457,RB/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
RB,Bo Scarbrough (13041481),Bo Scarbrough,13041481,RB/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
WR,Caleb Scott (13041485),Caleb Scott,13041485,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
RB,Jordan Ellis (13041506),Jordan Ellis,13041506,RB/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
WR,Ventell Bryant (13041531),Ventell Bryant,13041531,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
RB,Quinton Flowers (13041560),Quinton Flowers,13041560,RB/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
WR,Jazz Ferguson (13041572),Jazz Ferguson,13041572,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
RB,Rodney Anderson (13041583),Rodney Anderson,13041583,RB/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
WR,Stanley Morgan (13041589),Stanley Morgan,13041589,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
WR,Gary Jennings (13041634),Gary Jennings,13041634,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
WR,Auden Tate (13041698),Auden Tate,13041698,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,1.07
WR,John Ursua (13041738),John Ursua,13041738,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
RB,Trayveon Williams (13041757),Trayveon Williams,13041757,RB/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
RB,Travis Homer (13041795),Travis Homer,13041795,RB/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
WR,Damion Willis (13041831),Damion Willis,13041831,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,CIN,0
WR,Terry Wright (13041849),Terry Wright,13041849,WR/FLEX,3000,CIN@SEA 09/08/2019 04:05PM ET,SEA,0
WR,Jermaine Kearse (13040691),Jermaine Kearse,13040691,WR/FLEX,3000,DET@ARI 09/08/2019 04:25PM ET,DET,5.72
